"dataora","NomeTipoSensoreENG","anno","valore"
"2001-02-17","NO2 - Nitrogen Dioxide",2001,75.3181570384615
"2001-02-17","O3 - Ozone",2001,16.982395372093
"2001-02-17","PM10",2001,106.666666666667
"2001-02-18","CO - Carbon Monoxide",2001,1.58934787936508
"2001-02-18","NO - Nitric Oxide",2001,100.9489390625
"2001-02-18","NO2 - Nitrogen Dioxide",2001,52.5943441262136
"2001-02-18","O3 - Ozone",2001,33.8559699285714
"2001-02-18","PM10",2001,54.3333333333333
"2001-02-19","CO - Carbon Monoxide",2001,1.8178669390625
"2001-02-19","NO - Nitric Oxide",2001,146.400826082474
"2001-02-19","NO2 - Nitrogen Dioxide",2001,66.1756848269231
"2001-02-19","O3 - Ozone",2001,25.1772712325581
"2001-02-19","PM10",2001,83.7727272727273
"2001-02-20","CO - Carbon Monoxide",2001,2.2191240421875
"2001-02-20","NO - Nitric Oxide",2001,214.256575877551
"2001-02-20","NO2 - Nitrogen Dioxide",2001,76.2938206415094
"2001-02-20","O3 - Ozone",2001,20.6687739069767
"2001-02-20","PM10",2001,96.4347826086957
"2001-02-21","CO - Carbon Monoxide",2001,1.77497944461538
"2001-02-21","NO - Nitric Oxide",2001,162.2737805
"2001-02-21","NO2 - Nitrogen Dioxide",2001,71.7961883333333
"2001-02-21","O3 - Ozone",2001,20.9700981627907
"2001-02-21","PM10",2001,87.9130434782609
"2001-02-22","CO - Carbon Monoxide",2001,1.72646299384615
"2001-02-22","NO - Nitric Oxide",2001,154.7869399
"2001-02-22","NO2 - Nitrogen Dioxide",2001,68.1029222962963
"2001-02-22","O3 - Ozone",2001,26.3869446046512
"2001-02-22","PM10",2001,76
"2001-02-23","CO - Carbon Monoxide",2001,1.51741925
"2001-02-23","NO - Nitric Oxide",2001,140.025219787879
"2001-02-23","NO2 - Nitrogen Dioxide",2001,57.5254799943925
"2001-02-23","O3 - Ozone",2001,26.911813744186
"2001-02-23","PM10",2001,61.3333333333333
"2001-02-24","CO - Carbon Monoxide",2001,1.17669257936508
"2001-02-24","NO - Nitric Oxide",2001,82.0949726082474
"2001-02-24","NO2 - Nitrogen Dioxide",2001,41.76234714
"2001-02-24","O3 - Ozone",2001,32.953467744186
"2001-02-24","PM10",2001,51.5833333333333
"2001-02-25","CO - Carbon Monoxide",2001,0.856712214285714
"2001-02-25","NO - Nitric Oxide",2001,46.2565761157895
"2001-02-25","NO2 - Nitrogen Dioxide",2001,28.4879366572816
"2001-02-25","O3 - Ozone",2001,46.0765509302326
"2001-02-25","PM10",2001,20.0833333333333
"2001-02-26","CO - Carbon Monoxide",2001,1.28412147692308
"2001-02-26","NO - Nitric Oxide",2001,102.664857545455
"2001-02-26","NO2 - Nitrogen Dioxide",2001,47.8875311308411
"2001-02-26","O3 - Ozone",2001,38.3705768888889
"2001-02-26","PM10",2001,35.2916666666667
"2001-02-27","CO - Carbon Monoxide",2001,1.30411812769231
"2001-02-27","NO - Nitric Oxide",2001,109.988947777778
"2001-02-27","NO2 - Nitrogen Dioxide",2001,55.2537969906542
"2001-02-27","O3 - Ozone",2001,27.0881631111111
"2001-02-27","PM10",2001,40.125
"2001-02-28","CO - Carbon Monoxide",2001,1.50029456307692
"2001-02-28","NO - Nitric Oxide",2001,133.535389591837
"2001-02-28","NO2 - Nitrogen Dioxide",2001,56.4385978301887
"2001-02-28","O3 - Ozone",2001,27.960056
"2001-02-28","PM10",2001,34.304347826087
"2001-03-01","CO - Carbon Monoxide",2001,1.54049118923077
"2001-03-01","NO - Nitric Oxide",2001,121.34711040404
"2001-03-01","NO2 - Nitrogen Dioxide",2001,60.2576913084112
"2001-03-01","O3 - Ozone",2001,23.4950685681818
"2001-03-01","PM10",2001,43.84
"2001-03-02","CO - Carbon Monoxide",2001,2.01029100461538
"2001-03-02","NO - Nitric Oxide",2001,184.17014030303
"2001-03-02","NO2 - Nitrogen Dioxide",2001,72.7534558878505
"2001-03-02","O3 - Ozone",2001,14.6827370227273
"2001-03-02","PM10",2001,47.2173913043478
"2001-03-03","CO - Carbon Monoxide",2001,1.95706253809524
"2001-03-03","NO - Nitric Oxide",2001,149.730452474227
"2001-03-03","NO2 - Nitrogen Dioxide",2001,66.8259753333333
"2001-03-03","O3 - Ozone",2001,11.7372845348837
"2001-03-03","PM10",2001,41.4166666666667
"2001-03-04","CO - Carbon Monoxide",2001,1.99875761428571
"2001-03-04","NO - Nitric Oxide",2001,142.147198571429
"2001-03-04","NO2 - Nitrogen Dioxide",2001,58.077118490566
"2001-03-04","O3 - Ozone",2001,9.31021037209302
"2001-03-04","PM10",2001,49.625
"2001-03-05","CO - Carbon Monoxide",2001,2.0335268609375
"2001-03-05","NO - Nitric Oxide",2001,155.199691313131
"2001-03-05","NO2 - Nitrogen Dioxide",2001,58.3176402803738
"2001-03-05","O3 - Ozone",2001,16.1379707954545
"2001-03-05","PM10",2001,52.7083333333333
"2001-03-06","CO - Carbon Monoxide",2001,1.531799409375
"2001-03-06","NO - Nitric Oxide",2001,116.704745555556
"2001-03-06","NO2 - Nitrogen Dioxide",2001,52.7301254205607
"2001-03-06","O3 - Ozone",2001,22.1183351363636
"2001-03-06","PM10",2001,41.0769230769231
"2001-03-07","CO - Carbon Monoxide",2001,1.45567189375
"2001-03-07","NO - Nitric Oxide",2001,109.536565353535
"2001-03-07","NO2 - Nitrogen Dioxide",2001,56.6054635514019
"2001-03-07","O3 - Ozone",2001,16.8488558863636
"2001-03-07","PM10",2001,64.8518518518518
"2001-03-08","CO - Carbon Monoxide",2001,1.7444045328125
"2001-03-08","NO - Nitric Oxide",2001,135.753055454545
"2001-03-08","NO2 - Nitrogen Dioxide",2001,63.4219911214953
"2001-03-08","O3 - Ozone",2001,11.7578811363636
"2001-03-08","PM10",2001,42.12
"2001-03-09","CO - Carbon Monoxide",2001,1.8688423796875
"2001-03-09","NO - Nitric Oxide",2001,137.3267056
"2001-03-09","NO2 - Nitrogen Dioxide",2001,54.2275301851852
"2001-03-09","O3 - Ozone",2001,20.1074196888889
"2001-03-09","PM10",2001,30.44
"2001-03-10","CO - Carbon Monoxide",2001,2.07353254354839
"2001-03-10","NO - Nitric Oxide",2001,164.311940408163
"2001-03-10","NO2 - Nitrogen Dioxide",2001,59.6138356074766
"2001-03-10","O3 - Ozone",2001,10.3542562
"2001-03-10","PM10",2001,45.4615384615385
"2001-03-11","CO - Carbon Monoxide",2001,1.72262690967742
"2001-03-11","NO - Nitric Oxide",2001,106.900917857143
"2001-03-11","NO2 - Nitrogen Dioxide",2001,51.039683271028
"2001-03-11","O3 - Ozone",2001,22.3556257777778
"2001-03-11","PM10",2001,48.7083333333333
"2001-03-12","CO - Carbon Monoxide",2001,1.926432028125
"2001-03-12","NO - Nitric Oxide",2001,150.357148383838
"2001-03-12","NO2 - Nitrogen Dioxide",2001,62.4161063551402
"2001-03-12","O3 - Ozone",2001,11.3257786222222
"2001-03-12","PM10",2001,64.0833333333333
"2001-03-13","CO - Carbon Monoxide",2001,1.4983800921875
"2001-03-13","NO - Nitric Oxide",2001,108.6305116
"2001-03-13","NO2 - Nitrogen Dioxide",2001,50.1886757685185
"2001-03-13","O3 - Ozone",2001,32.5344475555556
"2001-03-13","PM10",2001,28.0769230769231
"2001-03-14","CO - Carbon Monoxide",2001,1.521400409375
"2001-03-14","NO - Nitric Oxide",2001,128.154081428571
"2001-03-14","NO2 - Nitrogen Dioxide",2001,54.717461245283
"2001-03-14","O3 - Ozone",2001,32.7635882222222
"2001-03-14","PM10",2001,36.36
"2001-03-15","CO - Carbon Monoxide",2001,1.429435503125
"2001-03-15","NO - Nitric Oxide",2001,120.547016020408
"2001-03-15","NO2 - Nitrogen Dioxide",2001,56.5823383962264
"2001-03-15","O3 - Ozone",2001,32.5530941555556
"2001-03-15","PM10",2001,55.2083333333333
"2001-03-16","CO - Carbon Monoxide",2001,1.6303423203125
"2001-03-16","NO - Nitric Oxide",2001,142.755846734694
"2001-03-16","NO2 - Nitrogen Dioxide",2001,61.4647272641509
"2001-03-16","O3 - Ozone",2001,22.3125024
"2001-03-16","PM10",2001,63.9615384615385
"2001-03-17","CO - Carbon Monoxide",2001,1.6047209421875
"2001-03-17","NO - Nitric Oxide",2001,104.699257083333
"2001-03-17","NO2 - Nitrogen Dioxide",2001,52.2382002857143
"2001-03-17","O3 - Ozone",2001,20.6835394090909
"2001-03-17","PM10",2001,27.9615384615385
"2001-03-18","CO - Carbon Monoxide",2001,1.3017983203125
"2001-03-18","NO - Nitric Oxide",2001,68.907940625
"2001-03-18","NO2 - Nitrogen Dioxide",2001,39.2482501809524
"2001-03-18","O3 - Ozone",2001,34.2761116222222
"2001-03-18","PM10",2001,27.56
"2001-03-19","CO - Carbon Monoxide",2001,1.43008923384615
"2001-03-19","NO - Nitric Oxide",2001,101.008248979592
"2001-03-19","NO2 - Nitrogen Dioxide",2001,51.1853074528302
"2001-03-19","O3 - Ozone",2001,38.5694568181818
"2001-03-19","PM10",2001,39
"2001-03-20","CO - Carbon Monoxide",2001,1.25030524307692
"2001-03-20","NO - Nitric Oxide",2001,102.251982323232
"2001-03-20","NO2 - Nitrogen Dioxide",2001,51.6725021495327
"2001-03-20","O3 - Ozone",2001,38.5324338636364
"2001-03-20","PM10",2001,42.0384615384615
"2001-03-21","CO - Carbon Monoxide",2001,1.4905358015625
"2001-03-21","NO - Nitric Oxide",2001,133.818095612245
"2001-03-21","NO2 - Nitrogen Dioxide",2001,61.6623430188679
"2001-03-21","O3 - Ozone",2001,19.9884741818182
"2001-03-21","PM10",2001,55.92
"2001-03-22","CO - Carbon Monoxide",2001,1.29885481230769
"2001-03-22","NO - Nitric Oxide",2001,108.116201020408
"2001-03-22","NO2 - Nitrogen Dioxide",2001,51.3287426320755
"2001-03-22","O3 - Ozone",2001,37.6752453333333
"2001-03-22","PM10",2001,37.2
"2001-03-23","CO - Carbon Monoxide",2001,1.31611734615385
"2001-03-23","NO - Nitric Oxide",2001,120.538352525253
"2001-03-23","NO2 - Nitrogen Dioxide",2001,57.5767523364486
"2001-03-23","O3 - Ozone",2001,36.1693225111111
"2001-03-23","PM10",2001,48.2
"2001-03-24","CO - Carbon Monoxide",2001,1.45132307384615
"2001-03-24","NO - Nitric Oxide",2001,103.316862727273
"2001-03-24","NO2 - Nitrogen Dioxide",2001,53.7274185981308
"2001-03-24","O3 - Ozone",2001,34.2483215555556
"2001-03-24","PM10",2001,65.4615384615385
"2001-03-25","CO - Carbon Monoxide",2001,1.15273252153846
"2001-03-25","NO - Nitric Oxide",2001,67.7945463917526
"2001-03-25","NO2 - Nitrogen Dioxide",2001,41.5608125047619
"2001-03-25","O3 - Ozone",2001,42.0995468863636
"2001-03-25","PM10",2001,57.0384615384615
"2001-03-26","CO - Carbon Monoxide",2001,1.20538584
"2001-03-26","NO - Nitric Oxide",2001,93.8086120618557
"2001-03-26","NO2 - Nitrogen Dioxide",2001,45.0005260761905
"2001-03-26","O3 - Ozone",2001,37.1103427272727
"2001-03-26","PM10",2001,37.4615384615385
"2001-03-27","CO - Carbon Monoxide",2001,1.17127872786885
"2001-03-27","NO - Nitric Oxide",2001,96.1905380434783
"2001-03-27","NO2 - Nitrogen Dioxide",2001,45.90997009
"2001-03-27","O3 - Ozone",2001,38.3077105128205
"2001-03-27","PM10",2001,28.6
"2001-03-28","CO - Carbon Monoxide",2001,1.24230590655738
"2001-03-28","NO - Nitric Oxide",2001,95.438102688172
"2001-03-28","NO2 - Nitrogen Dioxide",2001,47.2989020792079
"2001-03-28","O3 - Ozone",2001,18.9876751842105
"2001-03-28","PM10",2001,24.8
"2001-03-29","CO - Carbon Monoxide",2001,1.11137560163934
"2001-03-29","NO - Nitric Oxide",2001,74.9796452173913
"2001-03-29","NO2 - Nitrogen Dioxide",2001,40.9883830693069
"2001-03-29","O3 - Ozone",2001,27.7780125263158
"2001-03-29","PM10",2001,20.1304347826087
"2001-03-30","CO - Carbon Monoxide",2001,1.19888872131148
"2001-03-30","NO - Nitric Oxide",2001,90.6783908602151
"2001-03-30","NO2 - Nitrogen Dioxide",2001,45.5385622574257
"2001-03-30","O3 - Ozone",2001,44.4187539473684
"2001-03-30","PM10",2001,18.0909090909091
"2001-03-31","CO - Carbon Monoxide",2001,1.13292371639344
"2001-03-31","NO - Nitric Oxide",2001,85.0465966483517
"2001-03-31","NO2 - Nitrogen Dioxide",2001,43.7130714545455
"2001-03-31","O3 - Ozone",2001,42.0705911621622
"2001-03-31","PM10",2001,26.125
"2001-04-01","CO - Carbon Monoxide",2001,1.03788724754098
"2001-04-01","NO - Nitric Oxide",2001,68.6608734782609
"2001-04-01","NO2 - Nitrogen Dioxide",2001,38.8879411313131
"2001-04-01","O3 - Ozone",2001,48.7741264864865
"2001-04-01","PM10",2001,33.5416666666667
"2001-04-02","CO - Carbon Monoxide",2001,1.29358970333333
"2001-04-02","NO - Nitric Oxide",2001,114.758655274725
"2001-04-02","NO2 - Nitrogen Dioxide",2001,57.0412773737374
"2001-04-02","O3 - Ozone",2001,44.8595315384615
"2001-04-02","PM10",2001,47.4583333333333
"2001-04-03","CO - Carbon Monoxide",2001,1.27819992
"2001-04-03","NO - Nitric Oxide",2001,118.342693846154
"2001-04-03","NO2 - Nitrogen Dioxide",2001,57.9157653535354
"2001-04-03","O3 - Ozone",2001,49.3422161538462
"2001-04-03","PM10",2001,56.5416666666667
"2001-04-04","CO - Carbon Monoxide",2001,1.150029655
"2001-04-04","NO - Nitric Oxide",2001,88.0614715555556
"2001-04-04","NO2 - Nitrogen Dioxide",2001,51.2360270707071
"2001-04-04","O3 - Ozone",2001,46.2924394871795
"2001-04-04","PM10",2001,49.5652173913044
