Data,IdSensore,Valore,IdOperatore,Idstazione,Quota,Utm_Nord,UTM_Est,lat,lng,Anno
1991-09-17,5892.875,41.29151785714286,1.0,553.3883928571429,171.54464285714286,5046930.522321428,519536.0,45.57492379839423,9.249767857084363,1991
1991-09-18,5878.818181818182,38.2133971291866,1.0,552.6602870813397,168.54066985645932,5045727.655502392,521946.7846889952,45.564024908870664,9.28063596040499,1991
1991-09-19,5901.253456221199,39.836405529953915,1.0,552.4562211981566,169.17511520737327,5046239.082949309,520646.3686635945,45.568682814414984,9.263967790548977,1991
1991-09-20,5886.042654028436,34.78862559241706,1.0,552.2748815165877,165.72511848341233,5047086.71563981,520476.1563981043,45.57630552662842,9.26181065725815,1991
1991-09-21,5885.772277227723,34.934653465346535,1.0,557.2970297029703,176.63861386138615,5051946.678217822,521618.202970297,45.61999243306968,9.276694136929713,1991
1991-09-22,5897.068027210885,26.12857142857143,1.0,550.0748299319728,156.42176870748298,5040690.598639456,518964.8095238095,45.51849762781385,9.241878982557322,1991
1991-09-23,5884.197674418605,30.08139534883721,1.0,554.5232558139535,169.36046511627907,5044425.8430232555,521834.41279069765,45.55214063268911,9.278995951701724,1991
1991-09-24,5903.228723404255,23.21382978723404,1.0,555.4095744680851,173.71808510638297,5046424.611702127,521197.4574468085,45.57021271039562,9.270960699322664,1991
1991-09-25,5874.339712918661,26.93349282296651,1.0,558.3397129186603,179.97607655502392,5051675.813397129,522009.6124401914,45.61753865589023,9.281702870848838,1991
1991-09-26,5908.295154185022,28.548898678414098,1.0,558.2643171806168,181.34361233480178,5052991.621145374,520538.2995594714,45.62946999850841,9.262897860616107,1991
1991-09-27,5884.972350230415,32.14055299539171,1.0,558.0829493087558,180.53456221198158,5051883.6543778805,521225.61751152074,45.61945205552067,9.271664630418652,1991
1991-09-28,5897.8185840707965,25.834955752212387,1.0,558.3849557522124,181.93362831858408,5052786.442477876,520839.9601769911,45.62761267725874,9.266766735011927,1991
1991-09-29,5891.879464285715,31.921875,1.0,555.2410714285714,185.88392857142858,5054575.857142857,517759.0,45.64394564325212,9.227509537473638,1991
1991-09-30,5858.377990430622,21.544976076555024,1.0,557.8851674641148,178.82775119617224,5051349.090909091,521606.2200956938,45.61460813358946,9.276525791794116,1991
1991-10-01,5901.111888111888,6.921678321678321,1.0,541.2377622377622,119.53846153846153,5033107.342657343,526919.6153846154,45.45009861897675,9.343502821130572,1991
1991-10-02,5902.380281690141,7.483098591549295,1.0,541.5352112676056,119.50704225352112,5033106.274647887,527059.4436619718,45.45007859449059,9.345286081045638,1991
1991-10-03,5938.811881188119,16.386138613861387,1.0,555.9009900990098,157.61881188118812,5050940.534653465,527415.4603960396,45.610854770444284,9.350892670696094,1991
1991-10-04,5934.45625,29.297500000000003,1.0,556.19375,154.18125,5044694.25625,531650.6875,45.55439953822666,9.404792285469592,1991
1991-10-05,5931.281818181818,29.118181818181817,1.0,558.1,158.79090909090908,5050166.990909091,526468.0818181818,45.60398145176773,9.338777998954031,1991
1991-10-06,5897.779527559055,58.729527559055114,1.0,555.2322834645669,173.43307086614172,5051716.984251969,521247.7559055118,45.61807542181841,9.271990592811957,1991
1991-10-07,5910.056680161943,62.64777327935223,1.0,557.8704453441295,175.19838056680163,5051583.2105263155,520186.2753036437,45.61687488412244,9.258362383697756,1991
1991-10-08,5941.834905660377,70.71462264150944,1.0,558.6037735849056,180.49528301886792,5053936.268867925,522002.4386792453,45.63792510440278,9.281693362378531,1991
1991-10-09,5879.19,43.272,1.0,556.95,169.795,5045793.635,522515.08,45.56456396476359,9.287875017060765,1991
1991-10-10,5940.214285714285,18.578095238095237,1.0,557.3380952380952,176.95714285714286,5053508.180952381,519899.18095238094,45.63409612529022,9.254670150250119,1991
1991-10-11,5888.577319587629,18.019587628865978,1.0,553.4329896907217,172.55670103092783,5050631.01718213,518894.7731958763,45.60838437991826,9.241824194370864,1991
1991-10-12,5920.502325581396,10.735813953488371,1.0,559.5255813953488,169.0279069767442,5049470.669767442,523342.3953488372,45.597694280417755,9.298656235926,1991
1991-10-13,5934.040723981901,19.871945701357465,1.0,558.5158371040724,183.22171945701356,5053901.05882353,520366.8371040724,45.63764578974787,9.260722909941533,1991
1991-10-14,5953.350253807107,11.918274111675128,1.0,557.269035532995,173.12690355329948,5053405.680203046,521140.3908629442,45.63312572135998,9.270553300070496,1991
1991-10-15,5943.18009478673,11.062559241706161,1.0,557.8341232227489,178.38388625592418,5053697.056872038,520572.8815165877,45.63579050076485,9.263330176102917,1991
1991-10-16,5939.690476190476,11.678095238095239,1.0,556.7857142857143,174.63809523809525,5053151.271428571,520291.3904761905,45.63087896096984,9.259683843592025,1991
1991-10-17,5924.086956521739,10.582608695652175,1.0,554.6478260869566,169.6,5051791.817391304,520777.93913043477,45.61869246505539,9.265910968323942,1991
1991-10-18,5919.235294117647,14.841176470588234,1.0,555.6470588235294,172.56302521008402,5051951.735294118,520743.79411764705,45.620123598000134,9.265471167616905,1991
1991-10-19,5910.588235294118,16.311764705882354,1.0,556.0235294117647,176.98039215686273,5052213.725490196,519912.6274509804,45.62252313703462,9.254856929712211,1991
1991-10-20,5900.479245283019,23.157358490566036,1.0,554.6301886792453,173.9358490566038,5051410.758490566,519206.3396226415,45.615331797649795,9.245788623627366,1991
1991-10-21,5901.1297709923665,14.51908396946565,1.0,552.9847328244275,167.0267175572519,5050091.526717558,520570.679389313,45.60344955792945,9.263249650295338,1991
1991-10-22,5902.6461538461535,12.623076923076923,1.0,553.0423076923076,167.02307692307693,5050243.488461538,520311.71153846156,45.60481720563568,9.259923038675993,1991
1991-10-23,5924.734177215189,14.770464135021097,1.0,555.8438818565401,170.8860759493671,5052067.535864979,521723.40928270045,45.62114997008759,9.278005051557178,1991
1991-10-24,5930.902654867256,14.13495575221239,1.0,554.2566371681415,169.56194690265488,5050066.097345132,520209.6460176991,45.6031417504414,9.258424615694835,1991
1991-10-25,5942.341013824885,16.49216589861751,1.0,553.668202764977,164.45622119815667,5048700.451612903,520045.6129032258,45.590836687161605,9.256237558797231,1991
1991-10-26,5929.410714285715,11.553125,1.0,550.7991071428571,157.69642857142858,5047183.803571428,520374.5223214286,45.57721597315505,9.260465104478257,1991
1991-10-27,5934.725225225226,9.931531531531533,1.0,550.3198198198198,157.96846846846847,5046192.198198198,520587.5720720721,45.56827931915118,9.26314836016071,1991
1991-10-28,5947.20487804878,9.555121951219512,1.0,548.4439024390244,150.26341463414633,5044378.746341463,520016.8292682927,45.5519227922562,9.255684331627949,1991
1991-10-29,5974.189944134078,8.175977653631286,1.0,547.3240223463687,143.31284916201116,5040684.603351955,520122.6033519553,45.518578084211235,9.256768905093832,1991
1991-10-30,5956.441624365482,8.364467005076142,1.0,549.1319796954315,152.0456852791878,5043916.598984771,520357.192893401,45.547718574897026,9.26004553246638,1991
1991-10-31,5949.360576923077,7.91298076923077,1.0,552.1778846153846,160.9375,5046111.072115385,521305.48076923075,45.56748096511285,9.272367605642488,1991
1991-11-01,5899.833333333333,6.563888888888889,1.0,541.1666666666666,119.5,5033132.5,526910.3333333334,45.45033147824242,9.343390718436716,1991
1991-11-02,5903.723404255319,9.243971631205675,1.0,541.8156028368794,119.48936170212765,5033088.971631206,527128.1134751773,45.4499144305609,9.346158215388249,1991
1991-11-03,5983.491017964072,12.019161676646707,1.0,560.9760479041917,163.92215568862275,5051663.592814371,528195.4790419162,45.61721835299148,9.360763454005886,1991
1991-11-04,5949.894444444444,29.425555555555558,1.0,553.5,157.7111111111111,5046116.966666667,528470.4,45.567315863095274,9.36410680537935,1991
1991-11-05,5860.061855670103,18.41958762886598,1.0,555.0463917525773,150.8298969072165,5047108.711340206,528191.9072164949,45.57633277278596,9.36074892058639,1991
1991-11-06,5891.526515151515,61.7780303030303,1.0,554.7234848484849,173.68939393939394,5051416.09469697,520838.8143939394,45.61539710229815,9.266761040572417,1991
1991-11-07,5901.9087452471485,75.34068441064639,1.0,556.8288973384031,175.50190114068442,5051825.448669202,520350.29657794675,45.619084150021905,9.260522848147483,1991
1991-11-08,5941.023923444976,82.7196172248804,1.0,559.0526315789474,180.70813397129186,5054056.42583732,521878.5885167464,45.63899829448132,9.280100684105383,1991
1991-11-09,5910.891402714932,30.06651583710407,1.0,554.737556561086,170.86425339366517,5047288.633484163,519924.185520362,45.578137315376736,9.254736699498684,1991
1991-11-10,5955.301507537689,11.608040201005025,1.0,557.572864321608,174.3467336683417,5053552.015075377,521591.59798994975,45.634442021190694,9.276354702552348,1991
1991-11-11,5901.388429752066,8.947520661157025,1.0,551.0289256198347,159.0702479338843,5047928.276859504,520132.46694214875,45.58396352274463,9.257487990646137,1991
1991-11-12,5805.035175879397,8.251256281407036,1.0,547.1859296482412,185.04522613065328,5054317.402010051,512874.79396984924,45.64212615237008,9.1653636794181,1991
1991-11-13,5924.473913043478,5.849565217391305,1.0,551.7739130434783,155.3304347826087,5048693.917391304,521626.91739130433,45.590810421098894,9.276651335880342,1991
1991-11-14,5927.665236051502,11.543776824034333,1.0,556.1931330472103,170.93562231759657,5051679.0042918455,521790.1072961373,45.61767480374637,9.278909501168974,1991
1991-11-15,5919.422594142259,8.254393305439331,1.0,556.4728033472803,176.84100418410043,5052492.949790795,520669.2175732218,45.62500315283451,9.264557554005956,1991
1991-11-16,5939.456621004566,6.803196347031964,1.0,556.4566210045662,171.13698630136986,5052257.095890411,522814.0867579909,45.62281034391793,9.292011233374625,1991
1991-11-17,5913.028225806452,19.31008064516129,1.0,555.5725806451613,175.68548387096774,5052182.197580645,519832.2782258064,45.62225223912489,9.253824052201576,1991
1991-11-18,5917.512195121952,12.53130081300813,1.0,555.7560975609756,174.89837398373984,5052097.158536585,521252.72357723577,45.62147316604474,9.272052351040609,1991
1991-11-19,5921.663829787234,5.531063829787234,1.0,557.468085106383,169.26382978723404,5051644.629787234,524006.2510638298,45.61733581148084,9.307319455032342,1991
1991-11-20,5943.158878504673,5.6042056074766355,1.0,558.2943925233645,165.2570093457944,5050866.869158879,526199.0046728972,45.61023784385906,9.335349334026805,1991
1991-11-21,5927.538116591928,5.6076233183856505,1.0,555.8744394618834,163.65919282511211,5049068.040358745,524291.8295964126,45.59410828991373,9.310835470930355,1991
1991-11-22,5926.581896551724,6.228879310344827,1.0,554.625,164.34913793103448,5049437.9784482755,523906.3879310345,45.597467944391305,9.305933653918766,1991
1991-11-23,5917.2231404958675,5.237190082644628,1.0,558.1570247933885,173.0702479338843,5050987.033057851,521425.3966942149,45.6114482861266,9.274204795382818,1991
1991-11-24,5923.584033613445,5.96470588235294,1.0,558.4915966386554,172.27731092436974,5051440.0672268905,522670.41596638656,45.61550608330725,9.290181719165005,1991
