idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,datastop,utm_nord,utm_est,coordinate,
6428,Ossidi di Azoto,µg/m³,633,Soresina v. Landriani,70,CR,Soresina,N,2002-01-01T00:00:00.000,,5014860,567712,(45.283978, 9.863399)
6582,Ozono,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,1991-02-17T00:00:00.000,,5073500,505203,(45.815044, 9.066972)
6587,Biossido di Zolfo,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,1991-02-17T00:00:00.000,,5077479,530713,(45.850193, 9.395577)
6594,Biossido di Azoto,µg/m³,613,Spino d'Adda SP1,80,CR,Spino d'Adda,S,2000-01-13T00:00:00.000,2006-04-13T00:00:00.000,5026365,538310,(45.38975, 9.489403)
6604,Particolato Totale Sospeso,µg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,1991-06-05T00:00:00.000,2005-06-13T00:00:00.000,5065779,559162,(45.74304, 9.760535)
6605,Particolato Totale Sospeso,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,1990-09-18T00:00:00.000,2000-01-28T00:00:00.000,5060449,545762,(45.696083, 9.587784)
6606,Particolato Totale Sospeso,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,1991-11-20T00:00:00.000,2000-01-27T00:00:00.000,5059449,555672,(45.686356, 9.714948)
6607,Particolato Totale Sospeso,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,2000-09-07T00:00:00.000,2002-04-04T00:00:00.000,5059449,555672,(45.686356, 9.714948)
6608,Particolato Totale Sospeso,µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,S,1991-06-05T00:00:00.000,2000-01-28T00:00:00.000,5040815,546236,(45.519337, 9.59201)
6609,Particolato Totale Sospeso,µg/m³,593,Ciserano c.so Europa,159,BG,Ciserano,S,1991-06-10T00:00:00.000,2002-03-24T00:00:00.000,5048846,547278,(45.59155, 9.606128)
6610,Particolato Totale Sospeso,µg/m³,612,Filago v.Fermi,176,BG,Filago,S,1992-01-01T00:00:00.000,,5052474,543382,(45.62446, 9.556504)
6611,Particolato Totale Sospeso,µg/m³,595,Filago v.Don Milani,190,BG,Filago,S,1991-12-07T00:00:00.000,2004-10-13T00:00:00.000,5053519,543342,(45.633865, 9.556085)
6613,Particolato Totale Sospeso,µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,S,2004-06-22T00:00:00.000,2000-07-02T00:00:00.000,5059922,550116,(45.691036, 9.643651)
6614,Particolato Totale Sospeso,µg/m³,584,Bergamo v.Garibaldi,249,BG,Bergamo,S,1994-06-15T00:00:00.000,2005-10-21T00:00:00.000,5060449,551482,(45.69568, 9.661249)
6616,Particolato Totale Sospeso,µg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,1993-07-26T00:00:00.000,2012-11-23T00:00:00.000,5075429,585212,(45.827156, 10.097062)
6617,Particolato Totale Sospeso,µg/m³,587,Casnigo via Europa,514,BG,Casnigo,S,1989-11-08T00:00:00.000,2003-01-03T00:00:00.000,5073819,567412,(45.81464, 9.867701)
6618,Particolato Totale Sospeso,µg/m³,588,Tavernola Bergamasca v.Riva di Sotto,191,BG,Tavernola Bergamasca,S,1990-08-08T00:00:00.000,2004-03-30T00:00:00.000,5063058,581311,(45.7163, 10.044766)
6619,Particolato Totale Sospeso,µg/m³,561,Como v.Cattaneo,202,CO,Como,S,1991-02-17T00:00:00.000,2000-01-02T00:00:00.000,5073500,505203,(45.815044, 9.066972)
6620,Particolato Totale Sospeso,µg/m³,577,Calolziocorte c.so Dante,215,LC,Calolziocorte,S,1993-06-01T00:00:00.000,2000-03-08T00:00:00.000,5072149,533373,(45.802097, 9.429467)
6622,Particolato Totale Sospeso,µg/m³,573,Colico v.La Madoneta,229,LC,Colico,S,1991-02-17T00:00:00.000,2002-10-03T00:00:00.000,5109468,529713,(46.13814, 9.384687)
6623,Particolato Totale Sospeso,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,S,1991-02-17T00:00:00.000,1999-11-01T00:00:00.000,5077479,530713,(45.850193, 9.395577)
6625,Particolato Totale Sospeso,µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,S,1991-02-17T00:00:00.000,1999-11-01T00:00:00.000,5060569,531623,(45.697952, 9.406191)
6626,Particolato Totale Sospeso,µg/m³,575,Nibionno v.della Chiesa,310,LC,Nibionno,S,1991-02-17T00:00:00.000,1999-12-28T00:00:00.000,5066429,520613,(45.75111, 9.265021)
6629,Particolato Totale Sospeso,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,S,1999-12-30T00:00:00.000,2001-01-08T00:00:00.000,5017060,538042,(45.30601, 9.485263)
6630,Particolato Totale Sospeso,µg/m³,602,Melegnano v.Predabissi,83,MI,Melegnano,S,2000-01-13T00:00:00.000,2011-01-01T00:00:00.000,5022361,525789,(45.354286, 9.329244)
6631,Particolato Totale Sospeso,µg/m³,601,Montanaso Lombardo SP 202,84,LO,Montanaso Lombardo,S,2000-01-13T00:00:00.000,2004-07-29T00:00:00.000,5020391,535459,(45.336132, 9.452554)
6632,Particolato Totale Sospeso,µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,S,2000-01-13T00:00:00.000,2005-03-24T00:00:00.000,5019734,532492,(45.33036, 9.414645)
6633,Particolato Totale Sospeso,µg/m³,530,Agrate Brianza v.Ferrario,162,MB,Agrate Brianza,S,1990-02-21T00:00:00.000,2007-01-03T00:00:00.000,5046977,527628,(45.575787, 9.354106)
6634,Particolato Totale Sospeso,µg/m³,527,Castano Primo v. Olimpiadi,175,MI,Castano Primo,S,1990-02-19T00:00:00.000,2007-02-27T00:00:00.000,5043625,482522,(45.545944, 8.776105)
6635,Particolato Totale Sospeso,µg/m³,508,Cassano d'Adda v.di Vona,133,MI,Cassano d'Adda,S,1984-12-10T00:00:00.000,2005-11-14T00:00:00.000,5040847,540004,(45.520008, 9.512221)
6636,Particolato Totale Sospeso,µg/m³,510,Inzago v.le Gramsci,138,MI,Inzago,S,1990-12-27T00:00:00.000,2010-02-19T00:00:00.000,5043030,538012,(45.53977, 9.486885)
6637,Particolato Totale Sospeso,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,1976-10-26T00:00:00.000,1998-02-12T00:00:00.000,5035546,517377,(45.473225, 9.222315)
6638,Particolato Totale Sospeso,µg/m³,505,Legnano v.Diaz,199,MI,Legnano,S,1990-03-12T00:00:00.000,2010-11-11T00:00:00.000,5049180,493668,(45.596134, 8.918814)
6639,Particolato Totale Sospeso,µg/m³,539,Milano v.Liguria,115,MI,Milano,S,1995-05-16T00:00:00.000,2013-05-30T00:00:00.000,5032273,513134,(45.44386, 9.167945)
6640,Particolato Totale Sospeso,µg/m³,531,Pioltello Limito,114,MI,Pioltello,S,1989-06-05T00:00:00.000,1998-02-20T00:00:00.000,5036730,525583,(45.48363, 9.32736)
6641,Particolato Totale Sospeso,µg/m³,501,Milano v.Marche,129,MI,Milano,S,1976-01-22T00:00:00.000,1996-04-01T00:00:00.000,5038105,514918,(45.496315, 9.190933)
6642,Particolato Totale Sospeso,µg/m³,542,Meda v. Gagarin,222,MB,Meda,S,1995-11-01T00:00:00.000,1998-02-04T00:00:00.000,5056480,512203,(45.661762, 9.156644)
6645,Particolato Totale Sospeso,µg/m³,515,Pero SS Sempione,141,MI,Pero,S,1991-05-08T00:00:00.000,2005-10-13T00:00:00.000,5039595,507028,(45.509853, 9.0899725)
6646,Particolato Totale Sospeso,µg/m³,514,Rho via Buon Gesù,152,MI,Rho,S,1991-10-11T00:00:00.000,1999-06-09T00:00:00.000,5041100,503483,(45.523426, 9.0446)
6647,Particolato Totale Sospeso,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139,MI,Sesto San Giovanni,S,1980-09-18T00:00:00.000,2002-09-01T00:00:00.000,5042386,518435,(45.534767, 9.236108)
6648,Particolato Totale Sospeso,µg/m³,517,Turbigo vicolo dello sport,141,MI,Turbigo,S,1990-01-01T00:00:00.000,2007-02-26T00:00:00.000,5041480,479423,(45.52655, 8.736497)
6649,Particolato Totale Sospeso,µg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,1990-02-27T00:00:00.000,2008-07-24T00:00:00.000,5050610,523948,(45.60862, 9.307118)
6650,Particolato Totale Sospeso,µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,1995-02-10T00:00:00.000,1998-02-04T00:00:00.000,5051330,528723,(45.61492, 9.368396)
6651,Particolato Totale Sospeso,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,1990-05-11T00:00:00.000,1999-08-01T00:00:00.000,5035847,511082,(45.476063, 9.141787)
6652,Particolato Totale Sospeso,µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,S,1993-11-01T00:00:00.000,2003-04-16T00:00:00.000,5147136,605598,(46.469524, 10.375433)
6654,Particolato Totale Sospeso,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,S,1993-10-28T00:00:00.000,1999-12-06T00:00:00.000,5113078,567173,(46.167965, 9.870144)
6655,Particolato Totale Sospeso,µg/m³,555,Busto Arsizio v.Magenta,222,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2006-06-19T00:00:00.000,5050810,488313,(45.610737, 8.850116)
6656,Particolato Totale Sospeso,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,1991-07-16T00:00:00.000,1999-12-16T00:00:00.000,5056010,484229,(45.65746, 8.797571)
6657,Particolato Totale Sospeso,µg/m³,552,Varese v.Vidoletti,425,VA,Varese,S,1991-12-30T00:00:00.000,2006-04-30T00:00:00.000,5075945,484773,(45.836903, 8.803926)
6665,Ozono,µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,2005-01-17T00:00:00.000,,5064150,509783,(45.730835, 9.125734)
6675,Particolato Totale Sospeso,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,1993-10-27T00:00:00.000,2002-10-02T00:00:00.000,5129768,530454,(46.320805, 9.395591)
6685,Biossido di Azoto,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2002-06-01T00:00:00.000,,5004590,512932,(45.194675, 9.1646385)
6686,Biossido di Zolfo,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2002-06-01T00:00:00.000,,5004590,512932,(45.194675, 9.1646385)
6689,Monossido di Carbonio,mg/m³,642,Pavia v. Folperti,77,PV,Pavia,S,2002-06-01T00:00:00.000,2012-01-04T00:00:00.000,5004590,512932,(45.194675, 9.1646385)
6690,Ossidi di Azoto,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2002-06-01T00:00:00.000,,5004590,512932,(45.194675, 9.1646385)
6691,Ozono,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2002-06-01T00:00:00.000,,5004590,512932,(45.194675, 9.1646385)
6693,Particolato Totale Sospeso,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,S,2002-06-01T00:00:00.000,2011-02-03T00:00:00.000,5004590,512932,(45.194675, 9.1646385)
6701,Biossido di Azoto,µg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,2002-03-03T00:00:00.000,,5003660,511522,(45.18633, 9.146666)
6702,Biossido di Zolfo,µg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,S,2002-03-03T00:00:00.000,2003-08-11T00:00:00.000,5003660,511522,(45.18633, 9.146666)
6705,Monossido di Carbonio,mg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,2002-03-03T00:00:00.000,,5003660,511522,(45.18633, 9.146666)
6706,Ossidi di Azoto,µg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,2002-03-03T00:00:00.000,,5003660,511522,(45.18633, 9.146666)
6715,Biossido di Azoto,µg/m³,644,Vigevano v.Petrarca,107,PV,Vigevano,S,2004-01-24T00:00:00.000,2012-02-02T00:00:00.000,5019220,489053,(45.3264, 8.860311)
6719,Monossido di Carbonio,mg/m³,644,Vigevano v.Petrarca,107,PV,Vigevano,S,2004-01-24T00:00:00.000,2013-09-19T00:00:00.000,5019220,489053,(45.3264, 8.860311)
6720,Ossidi di Azoto,µg/m³,644,Vigevano v.Petrarca,107,PV,Vigevano,S,2004-01-24T00:00:00.000,2012-02-02T00:00:00.000,5019220,489053,(45.3264, 8.860311)
6722,Particolato Totale Sospeso,µg/m³,644,Vigevano v.Petrarca,107,PV,Vigevano,S,2002-05-29T00:00:00.000,2002-06-05T00:00:00.000,5019220,489053,(45.3264, 8.860311)
6730,Biossido di Azoto,µg/m³,645,Voghera v.Repubblica,100,PV,Voghera,S,2002-03-07T00:00:00.000,2012-10-16T00:00:00.000,4981380,500562,(44.985863, 9.007129)
6731,Biossido di Zolfo,µg/m³,645,Voghera v.Repubblica,100,PV,Voghera,S,2002-03-07T00:00:00.000,2003-08-08T00:00:00.000,4981380,500562,(44.985863, 9.007129)
6733,Monossido di Carbonio,mg/m³,645,Voghera v.Repubblica,100,PV,Voghera,S,2002-03-07T00:00:00.000,2012-01-04T00:00:00.000,4981380,500562,(44.985863, 9.007129)
6734,Ossidi di Azoto,µg/m³,645,Voghera v.Repubblica,100,PV,Voghera,S,2003-06-01T00:00:00.000,2012-10-15T00:00:00.000,4981380,500562,(44.985863, 9.007129)
6736,Particolato Totale Sospeso,µg/m³,645,Voghera v.Repubblica,100,PV,Voghera,S,2002-03-07T00:00:00.000,2006-10-01T00:00:00.000,4981380,500562,(44.985863, 9.007129)
6744,Biossido di Azoto,µg/m³,647,Breno v.Don Putelli,342,BS,Breno,S,1992-06-09T00:00:00.000,2018-07-30T00:00:00.000,5090074,600822,(45.95683, 10.301059)
6745,Biossido di Zolfo,µg/m³,647,Breno v.Don Putelli,342,BS,Breno,S,1992-06-09T00:00:00.000,2003-11-18T00:00:00.000,5090074,600822,(45.95683, 10.301059)
6748,Ossidi di Azoto,µg/m³,647,Breno v.Don Putelli,342,BS,Breno,S,1992-06-09T00:00:00.000,2018-07-30T00:00:00.000,5090074,600822,(45.95683, 10.301059)
6761,Biossido di Azoto,µg/m³,649,Brescia v.Broletto,149,BS,Brescia,N,1983-01-01T00:00:00.000,,5043674,595467,(45.54006, 10.222818)
6762,Biossido di Zolfo,µg/m³,649,Brescia v.Broletto,149,BS,Brescia,S,1983-01-01T00:00:00.000,2000-06-06T00:00:00.000,5043674,595467,(45.54006, 10.222818)
6764,Monossido di Carbonio,mg/m³,649,Brescia v.Broletto,149,BS,Brescia,N,1983-01-01T00:00:00.000,,5043674,595467,(45.54006, 10.222818)
6766,Ossidi di Azoto,µg/m³,649,Brescia v.Broletto,149,BS,Brescia,N,1992-08-05T00:00:00.000,,5043674,595467,(45.54006, 10.222818)
6767,Ozono,µg/m³,649,Brescia v.Broletto,149,BS,Brescia,S,1983-01-01T00:00:00.000,2004-02-27T00:00:00.000,5043674,595467,(45.54006, 10.222818)
6775,Biossido di Azoto,µg/m³,651,Brescia v.Triumplina,175,BS,Brescia,S,1999-01-15T00:00:00.000,2005-10-19T00:00:00.000,5047187,596090,(45.571587, 10.231487)
6777,Monossido di Carbonio,mg/m³,651,Brescia v.Triumplina,175,BS,Brescia,S,1999-01-15T00:00:00.000,2005-10-19T00:00:00.000,5047187,596090,(45.571587, 10.231487)
6779,Ossidi di Azoto,µg/m³,651,Brescia v.Triumplina,175,BS,Brescia,S,1999-01-16T00:00:00.000,2005-10-18T00:00:00.000,5047187,596090,(45.571587, 10.231487)
6781,Biossido di Azoto,µg/m³,652,Brescia v.Turati,154,BS,Brescia,N,1999-01-13T00:00:00.000,,5043626,596168,(45.539528, 10.231786)
6782,Monossido di Carbonio,mg/m³,652,Brescia v.Turati,154,BS,Brescia,N,1999-01-12T00:00:00.000,,5043626,596168,(45.539528, 10.231786)
6784,Ossidi di Azoto,µg/m³,652,Brescia v.Turati,154,BS,Brescia,N,1999-10-01T00:00:00.000,,5043626,596168,(45.539528, 10.231786)
6786,Biossido di Azoto,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,1997-10-15T00:00:00.000,2018-07-30T00:00:00.000,5040836,595170,(45.51456, 10.218464)
6787,Biossido di Zolfo,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,1997-10-15T00:00:00.000,2012-01-04T00:00:00.000,5040836,595170,(45.51456, 10.218464)
6789,Monossido di Carbonio,mg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,1997-10-15T00:00:00.000,2018-07-30T00:00:00.000,5040836,595170,(45.51456, 10.218464)
6790,Ossidi di Azoto,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,1997-10-15T00:00:00.000,2018-07-30T00:00:00.000,5040836,595170,(45.51456, 10.218464)
6791,Ozono,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,1997-10-15T00:00:00.000,2018-01-01T00:00:00.000,5040836,595170,(45.51456, 10.218464)
6793,Particolato Totale Sospeso,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,2005-07-19T00:00:00.000,2013-11-17T00:00:00.000,5040836,595170,(45.51456, 10.218464)
6798,Biossido di Azoto,µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,1990-02-18T00:00:00.000,,5055826,593900,(45.649628, 10.2050905)
6799,Biossido di Zolfo,µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,S,1990-02-18T00:00:00.000,2007-01-30T00:00:00.000,5055826,593900,(45.649628, 10.2050905)
6801,Monossido di Carbonio,mg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,1990-02-18T00:00:00.000,,5055826,593900,(45.649628, 10.2050905)
6803,Ossidi di Azoto,µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,1990-01-01T00:00:00.000,,5055826,593900,(45.649628, 10.2050905)
6804,Ozono,µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,2004-03-12T00:00:00.000,,5055826,593900,(45.649628, 10.2050905)
6807,Biossido di Zolfo,µg/m³,655,Darfo Boario Terme v. De Amicis,221,BS,Darfo Boario Terme,S,1999-01-01T00:00:00.000,2009-11-13T00:00:00.000,5080789,591371,(45.874603, 10.177357)
6810,Particolato Totale Sospeso,µg/m³,655,Darfo Boario Terme v. De Amicis,221,BS,Darfo Boario Terme,S,1999-01-01T00:00:00.000,2004-07-15T00:00:00.000,5080789,591371,(45.874603, 10.177357)
6813,Biossido di Azoto,µg/m³,656,Gambara v.Parma,47,BS,Gambara,N,1990-02-16T00:00:00.000,,5011493,601945,(45.249542, 10.29912)
6814,Biossido di Zolfo,µg/m³,656,Gambara v.Parma,47,BS,Gambara,S,1990-02-16T00:00:00.000,2012-01-04T00:00:00.000,5011493,601945,(45.249542, 10.29912)
6817,Ossidi di Azoto,µg/m³,656,Gambara v.Parma,47,BS,Gambara,N,1990-01-01T00:00:00.000,,5011493,601945,(45.249542, 10.29912)
6818,Ozono,µg/m³,656,Gambara v.Parma,47,BS,Gambara,N,1990-02-15T00:00:00.000,,5011493,601945,(45.249542, 10.29912)
6820,Particolato Totale Sospeso,µg/m³,656,Gambara v.Parma,47,BS,Gambara,S,1990-02-16T00:00:00.000,2004-08-10T00:00:00.000,5011493,601945,(45.249542, 10.29912)
6826,Biossido di Azoto,µg/m³,657,Lonato del Garda v.del Marchesino,180,BS,Lonato del Garda,N,1990-02-16T00:00:00.000,,5035536,615762,(45.463753, 10.480772)
6827,Biossido di Zolfo,µg/m³,657,Lonato del Garda v.del Marchesino,180,BS,Lonato del Garda,S,1990-02-16T00:00:00.000,2004-08-18T00:00:00.000,5035536,615762,(45.463753, 10.480772)
6831,Ossidi di Azoto,µg/m³,657,Lonato del Garda v.del Marchesino,180,BS,Lonato del Garda,N,1990-01-01T00:00:00.000,,5035536,615762,(45.463753, 10.480772)
6832,Ozono,µg/m³,657,Lonato del Garda v.del Marchesino,180,BS,Lonato del Garda,N,2004-03-14T00:00:00.000,,5035536,615762,(45.463753, 10.480772)
6837,Biossido di Azoto,µg/m³,658,Manerbio v.Solferino,66,BS,Manerbio,S,1992-08-28T00:00:00.000,2015-03-03T00:00:00.000,5022465,589673,(45.34996, 10.1447525)
6838,Biossido di Zolfo,µg/m³,658,Manerbio v.Solferino,66,BS,Manerbio,S,1992-08-27T00:00:00.000,2003-09-15T00:00:00.000,5022465,589673,(45.34996, 10.1447525)
6840,Ossidi di Azoto,µg/m³,658,Manerbio v.Solferino,66,BS,Manerbio,S,1992-08-28T00:00:00.000,2015-03-03T00:00:00.000,5022465,589673,(45.34996, 10.1447525)
6841,Biossido di Azoto,µg/m³,659,Odolo v.Praes,349,BS,Odolo,N,2013-12-13T00:00:00.000,,5055661,608260,(45.64605, 10.389296)
6842,Biossido di Zolfo,µg/m³,659,Odolo v.Praes,349,BS,Odolo,S,1990-10-08T00:00:00.000,2004-07-20T00:00:00.000,5055661,608260,(45.64605, 10.389296)
6845,Ossidi di Azoto,µg/m³,659,Odolo v.Praes,349,BS,Odolo,N,1990-10-08T00:00:00.000,,5055661,608260,(45.64605, 10.389296)
6852,Biossido di Azoto,µg/m³,660,Ospitaletto v. XXV aprile,155,BS,Ospitaletto,S,1990-02-16T00:00:00.000,2018-07-30T00:00:00.000,5044985,584681,(45.553253, 10.084916)
6853,Biossido di Zolfo,µg/m³,660,Ospitaletto v. XXV aprile,155,BS,Ospitaletto,S,1990-02-16T00:00:00.000,2003-09-16T00:00:00.000,5044985,584681,(45.553253, 10.084916)
6856,Ossidi di Azoto,µg/m³,660,Ospitaletto v. XXV aprile,155,BS,Ospitaletto,S,1990-01-01T00:00:00.000,2018-07-30T00:00:00.000,5044985,584681,(45.553253, 10.084916)
6857,Ozono,µg/m³,660,Ospitaletto v. XXV aprile,155,BS,Ospitaletto,S,2000-06-29T00:00:00.000,2004-02-25T00:00:00.000,5044985,584681,(45.553253, 10.084916)
6859,Biossido di Azoto,µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,N,1992-08-05T00:00:00.000,,5041110,604367,(45.51571, 10.336241)
6860,Biossido di Zolfo,µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,S,1992-08-05T00:00:00.000,2003-09-17T00:00:00.000,5041110,604367,(45.51571, 10.336241)
6862,Monossido di Carbonio,mg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,N,1999-11-24T00:00:00.000,,5041110,604367,(45.51571, 10.336241)
6864,Ossidi di Azoto,µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,N,1992-08-05T00:00:00.000,,5041110,604367,(45.51571, 10.336241)
6867,Biossido di Zolfo,µg/m³,662,Vobarno v.Sottostrada,242,BS,Vobarno,S,1990-02-16T00:00:00.000,2012-01-04T00:00:00.000,5054759,617917,(45.63636, 10.512962)
6869,Benzene,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2002-06-06T00:00:00.000,,5004590,512932,(45.194675, 9.1646385)
6870,Benzene,µg/m³,663,Mantova v.Ariosto,18,MN,Mantova,N,2003-01-01T00:00:00.000,,5000669,641770,(45.14526, 10.803326)
6871,Biossido di Azoto,µg/m³,663,Mantova v.Ariosto,18,MN,Mantova,N,2003-01-01T00:00:00.000,,5000669,641770,(45.14526, 10.803326)
6872,Biossido di Zolfo,µg/m³,663,Mantova v.Ariosto,18,MN,Mantova,N,2003-01-01T00:00:00.000,,5000669,641770,(45.14526, 10.803326)
6877,Biossido di Azoto,µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2004-06-08T00:00:00.000,,5001351,640031,(45.151745, 10.781407)
6879,Monossido di Carbonio,mg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2004-06-11T00:00:00.000,,5001351,640031,(45.151745, 10.781407)
6880,Biossido di Azoto,µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,N,2003-10-25T00:00:00.000,,4975705,619759,(44.924694, 10.517502)
6881,Biossido di Zolfo,µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,S,2003-10-03T00:00:00.000,2011-12-29T00:00:00.000,4975705,619759,(44.924694, 10.517502)
6883,Monossido di Carbonio,mg/m³,665,Viadana v. Cavalli,37,MN,Viadana,S,2003-10-26T00:00:00.000,2011-12-29T00:00:00.000,4975705,619759,(44.924694, 10.517502)
6884,Ozono,µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,N,2003-10-01T00:00:00.000,,4975705,619759,(44.924694, 10.517502)
6885,Biossido di Azoto,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,2003-09-26T00:00:00.000,2018-07-30T00:00:00.000,5006244,641169,(45.19554, 10.797262)
6886,Biossido di Zolfo,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,2003-09-26T00:00:00.000,2012-01-04T00:00:00.000,5006244,641169,(45.19554, 10.797262)
6888,Ozono,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,2004-06-01T00:00:00.000,2018-01-01T00:00:00.000,5006244,641169,(45.19554, 10.797262)
6889,Biossido di Azoto,µg/m³,667,Marmirolo Bosco Fontana,22,MN,Marmirolo,S,2003-01-01T00:00:00.000,2018-07-30T00:00:00.000,5007554,636848,(45.20818, 10.742637)
6891,Ozono,µg/m³,667,Marmirolo Bosco Fontana,22,MN,Marmirolo,S,2003-01-01T00:00:00.000,2018-01-01T00:00:00.000,5007554,636848,(45.20818, 10.742637)
6898,Biossido di Azoto,µg/m³,668,Mantova Lunetta2,25,MN,Mantova,S,2003-01-01T00:00:00.000,2018-07-30T00:00:00.000,5002119,643358,(45.157986, 10.823932)
6899,Biossido di Zolfo,µg/m³,668,Mantova Lunetta2,25,MN,Mantova,S,2003-01-01T00:00:00.000,2018-07-30T00:00:00.000,5002119,643358,(45.157986, 10.823932)
6901,Ozono,µg/m³,668,Mantova Lunetta2,25,MN,Mantova,S,2003-01-01T00:00:00.000,2018-01-01T00:00:00.000,5002119,643358,(45.157986, 10.823932)
6902,Ozono,µg/m³,601,Montanaso Lombardo SP 202,84,LO,Montanaso Lombardo,S,2004-08-04T00:00:00.000,2017-01-01T00:00:00.000,5020391,535459,(45.336132, 9.452554)
6904,Ozono,µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,2004-09-08T00:00:00.000,,5052072,547691,(45.620556, 9.611738)
6905,PM10 (SM2005),µg/m³,502,Milano v.Juvara,122,MI,Milano,S,1998-02-13T00:00:00.000,2007-06-11T00:00:00.000,5035546,517377,(45.473225, 9.222315)
6907,PM10 (SM2005),µg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,2001-04-03T00:00:00.000,2017-01-01T00:00:00.000,5051253,539618,(45.613693, 9.508122)
6908,PM10 (SM2005),µg/m³,531,Pioltello Limito,114,MI,Pioltello,N,1998-02-21T00:00:00.000,,5036730,525583,(45.48363, 9.32736)
6909,PM10 (SM2005),µg/m³,536,Arese v. Matteotti,157,MI,Arese,S,2002-01-18T00:00:00.000,2018-07-30T00:00:00.000,5043325,506302,(45.543434, 9.080726)
6910,PM10 (SM2005),µg/m³,542,Meda v. Gagarin,222,MB,Meda,N,1998-02-06T00:00:00.000,,5056480,512203,(45.661762, 9.156644)
6911,PM10 (SM2005),µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,1998-02-06T00:00:00.000,2018-07-30T00:00:00.000,5051330,528723,(45.61492, 9.368396)
6912,PM10 (SM2005),µg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,1998-02-25T00:00:00.000,,5034328,490635,(45.462418, 8.880211)
