,Data,pm10,pioggia,temperatura,vento,NO2,NO,CO,O3,pm2p5
16,2011-01-17,58.40579710144928,0.6048387096774194,1.8289202508960576,1.73975,62.51134354743665,210.02274602239245,62.51134354743665,8.23186101295642,43.59090909090909
17,2011-01-18,76.5774647887324,0.45,1.604474765258216,1.9848333333333332,78.02737846704443,290.52417910447764,78.02737846704443,8.682713085234093,56.66666666666666
18,2011-01-19,70.09722222222223,0.55,1.427123301358913,3.2235555555555555,79.33050333535476,289.2731736889967,79.33050333535476,8.838215792646173,52.41666666666666
19,2011-01-20,38.75,3.2242857142857146,0.9726495726495726,3.7363514957264954,55.595219364599096,146.58548094373865,55.595219364599096,13.659365466748016,32.08695652173913
20,2011-01-21,45.72222222222222,0.32083333333333336,0.7551816239316239,3.5387019230769234,58.363412408759125,158.85647810218978,58.363412408759125,17.301373134328358,34.18181818181818
21,2011-01-22,43.478873239436616,0.30000000000000004,0.4980787037037037,3.3660523504273505,52.061329673681,117.2312404754648,52.061329673681,21.03762492651381,32.958333333333336
22,2011-01-23,52.55555555555556,0.30400000000000005,0.26199845679012346,2.715384615384615,50.4027443724946,104.62768187422937,50.4027443724946,19.59623750734861,41.66666666666666
23,2011-01-24,72.35714285714286,0.3764705882352941,0.473859649122807,3.5154647435897437,63.32866852023479,150.4875502008032,63.32866852023479,15.608877131099351,57.083333333333336
24,2011-01-25,88.32857142857142,0.4714285714285715,0.3357905982905983,2.3789797008547007,69.44612794612794,179.2804281345566,69.44612794612794,10.934503271861988,69.0
25,2011-01-26,107.93055555555556,0.3586206896551724,0.4640923120089787,1.7896388888888888,74.28356991845364,201.69097494717775,74.28356991845364,9.745553539019964,88.54166666666667
26,2011-01-27,96.14084507042251,0.5611111111111112,1.0292895771878072,1.2369391025641023,68.39238518518518,157.38052756372258,68.39238518518518,10.172035928143712,80.28
27,2011-01-28,74.29577464788733,0.525,1.251761111111111,1.6863055555555555,63.63116646415553,160.49693009118542,63.63116646415553,14.814473684210526,59.84
28,2011-01-29,47.35714285714285,0.32857142857142857,0.836304347826087,1.7061213991769548,46.26846435100549,80.80216397439806,46.26846435100549,26.60192982456141,38.56
29,2011-01-30,57.77777777777778,2.5968750000000003,0.6343946540880504,1.489823717948718,40.23651856360317,62.46228710462288,40.23651856360317,20.424397413286304,52.72
30,2011-01-31,67.18055555555556,1.5659090909090911,1.3474125514403292,1.6022435897435896,54.05337367624811,137.44547655068078,54.05337367624811,13.00011911852293,57.833333333333336
31,2011-02-01,71.8082191780822,0.38400000000000006,0.8557948179271709,1.6485576923076921,52.45052893590541,129.47762912258867,52.45052893590541,10.14850603941513,63.68181818181818
32,2011-02-02,67.06944444444444,0.23137254901960785,1.152297794117647,3.262638888888889,72.16949562065841,218.97280410504075,72.16949562065841,11.983970856102005,50.25
33,2011-02-03,67.21126760563381,0.25853658536585367,1.383549031986532,2.908027777777778,30.86856628674265,46.03798379837984,30.86856628674265,53.37670588235294,32.57692307692308
34,2011-02-04,80.875,0.25526315789473686,1.9828146976090015,2.559972222222222,44.54079925650558,68.22034685661195,44.54079925650558,64.71350184956843,41.84615384615385
35,2011-02-05,86.48611111111111,1.088888888888889,3.608895502645503,2.8472489316239313,30.501262107425887,43.998326482677626,30.501262107425887,66.4590909090909,18.0
36,2011-02-06,92.125,0.5083333333333334,3.9253410585141353,2.5086004273504274,22.91483113069016,33.395186380980334,22.91483113069016,50.2768679019725,13.916666666666666
37,2011-02-07,95.92857142857144,0.55,3.8733300264550263,1.25625,17.770135603910436,23.071100628930814,17.770135603910436,94.83742550655543,8.347826086956522
38,2011-02-08,82.06849315068493,0.3896551724137931,3.156965488215488,2.340544871794872,24.927371022551743,33.445013893176906,24.927371022551743,89.8750452079566,18.125
39,2011-02-09,89.83561643835617,0.4,2.702125420875421,1.7107905982905982,32.21370668316832,45.80235148514852,32.21370668316832,62.087138643067846,20.0
40,2011-02-10,93.51351351351352,0.36000000000000004,2.475375258799172,1.726527777777778,35.47570911285456,46.89111445783133,35.47570911285456,65.09042367962856,27.0
41,2011-02-11,74.0,0.4807692307692308,2.6362878787878787,2.6038194444444445,44.085208148804256,103.78715298287064,44.085208148804256,12.997727272727271,58.5
42,2011-02-12,68.06944444444444,0.7846153846153847,3.165650720164609,2.411485042735043,64.86197356286505,229.14028377544727,64.86197356286505,6.841991341991342,73.08695652173913
43,2011-02-13,108.02857142857142,1.0849462365591398,3.258807471264368,1.2594017094017096,40.82307926829269,57.95393292682927,40.82307926829269,22.18732307692308,99.45833333333331
44,2011-02-14,109.94285714285714,0.8078947368421053,3.0831221846846844,0.9130341880341881,51.86364186327889,116.03699002719856,51.86364186327889,10.24596533173939,97.69565217391305
45,2011-02-15,73.65277777777777,16.897687861271677,2.828605403348554,2.2092881944444445,48.130359317905,92.84159561510351,48.130359317905,12.860416666666667,63.583333333333336
46,2011-02-16,17.929577464788732,19.946629213483146,2.303865578865579,2.8083066239316237,40.2,62.04115326251897,40.2,28.625165165165168,16.47826086956522
47,2011-02-17,24.324324324324323,4.226111111111111,2.7566792052469133,1.484722222222222,46.02486388384755,83.13064125831822,46.02486388384755,20.285105067985167,22.12
48,2011-02-18,32.94736842105263,1.503053435114504,3.348195389266818,2.6685442386831277,47.326992210904734,98.94661473936488,47.326992210904734,19.85968899521531,26.68
49,2011-02-19,40.04,1.862857142857143,3.4603472222222225,2.629809670781893,50.04420958618636,108.86479166666668,50.04420958618636,28.3481351981352,31.03846153846154
50,2011-02-20,38.88157894736842,2.130246913580247,2.6958475056689344,1.8951655982905984,36.16830370593552,55.00548027702499,36.16830370593552,25.410035211267605,35.26923076923077
51,2011-02-21,38.72368421052632,0.8945454545454546,2.8429729992229995,2.4063786008230448,37.90739169948501,63.06955468039988,37.90739169948501,27.586313337216072,33.26923076923077
52,2011-02-22,44.23943661971831,0.8857142857142857,2.0115042892156865,2.843722222222222,40.14491017964072,62.50107784431138,40.14491017964072,31.976102088167057,35.36
53,2011-02-23,57.985915492957744,1.728125,1.4781570512820512,3.442472222222223,48.47997587454765,98.38130277442704,48.47997587454765,28.26538240368028,46.72
54,2011-02-24,64.98648648648648,1.2,1.2226273148148148,3.2545405982905984,54.9015063018752,101.2783958205286,54.9015063018752,30.138329519450803,52.04
55,2011-02-25,66.87837837837837,0.4916666666666667,1.3897470238095238,4.202831196581196,56.32529752822704,104.47290204455297,56.32529752822704,28.82557208237986,53.52
56,2011-02-26,64.53333333333333,1.6,1.3875892857142855,1.9387222222222222,55.95098634294386,94.3239539114615,55.95098634294386,29.88507718696398,52.57692307692308
57,2011-02-27,46.8,5.444776119402985,1.5033967391304348,3.1982007575757576,39.83437785214481,58.24925463948889,39.83437785214481,32.046853546910754,43.88461538461539
58,2011-02-28,31.534246575342465,6.017307692307693,1.9734003831417626,2.3087094907407404,43.893979933110366,71.57514433302947,43.893979933110366,28.877463976945247,29.52
59,2011-03-01,38.43835616438356,2.543103448275862,3.1171265636497427,3.005444444444444,51.36044706612853,119.801023890785,51.36044706612853,15.05288999378496,38.0
60,2011-03-02,45.054054054054056,0.5849056603773586,1.755892094017094,2.49463141025641,74.65207961972668,230.57517857142852,74.65207961972668,11.601798561151078,50.4
61,2011-03-03,38.88157894736842,2.43859649122807,1.0427910052910052,1.293611111111111,39.344404440444045,64.03035124587211,39.344404440444045,32.73987194412107,34.73076923076923
62,2011-03-04,44.14666666666667,1.7425531914893617,2.5717848124098124,1.6041666666666667,37.8367308299148,51.49390975071001,37.8367308299148,73.46689741976085,39.64
63,2011-03-05,55.276315789473685,0.2285714285714286,3.088609364081062,1.8988055555555556,26.669494479953517,37.3246877722916,26.669494479953517,79.86122699386503,18.84
64,2011-03-06,48.1578947368421,0.20434782608695654,3.9069651124338622,3.18477366255144,22.410313238770687,31.87589364844904,22.410313238770687,63.851574569221626,15.545454545454543
65,2011-03-07,32.80263157894737,0.34,2.4080741392801253,3.2048055555555557,18.4251030110935,23.39012345679012,18.4251030110935,97.06835518474377,10.826086956521738
66,2011-03-08,41.18666666666667,0.5125000000000001,1.3581807659932659,1.7819444444444446,25.3260625,33.8949375,25.3260625,86.54302541847488,17.652173913043477
67,2011-03-09,67.28378378378379,0.26666666666666666,1.539854672553348,1.7885,25.380887372013653,32.8590133416072,25.380887372013653,72.61023529411764,20.90909090909091
68,2011-03-10,69.12162162162163,1.2666666666666668,3.00635101010101,1.7923878205128205,44.968992481203,69.04265103697024,44.968992481203,55.1504876649455,25.2
69,2011-03-11,53.06666666666667,1.0,3.5740867003367005,1.6615117521367524,47.07308488612836,104.1151138716356,47.07308488612836,8.032367149758453,62.68
70,2011-03-12,80.22666666666667,1.4140845070422536,4.3566577060931895,3.030401234567901,61.785616438356165,203.79897228277795,61.785616438356165,6.220088161209068,81.95652173913044
71,2011-03-13,30.594594594594597,15.834682080924855,3.3015847578347577,3.4122777777777777,23.87915776624962,31.011480916030536,23.87915776624962,66.4701048951049,30.916666666666668
72,2011-03-14,22.08,2.607303370786517,4.2967564363143635,1.642111111111111,39.84122276029056,62.08452921586437,39.84122276029056,40.39178571428571,20.2
73,2011-03-15,31.46575342465753,8.28888888888889,4.650400326797386,2.6449074074074077,42.919621962196224,74.81466706658668,42.919621962196224,19.81595166163142,27.692307692307693
74,2011-03-16,11.873239436619718,36.31104972375691,4.4846762048192765,3.309241452991453,36.115576694411416,55.82990487514863,36.115576694411416,39.04740024183797,11.807692307692308
75,2011-03-17,19.95833333333333,7.141666666666667,4.171541047416843,1.6005277777777778,34.525896296296295,52.28634478672986,34.525896296296295,25.82104004781829,18.384615384615383
76,2011-03-18,31.21333333333333,3.456060606060606,5.778977672292545,4.486291152263375,38.46932091346154,69.78281766296185,38.46932091346154,31.178639618138423,25.923076923076923
77,2011-03-19,34.82432432432432,6.684375,5.64929718875502,3.601602564102564,33.8151059256985,58.27749462695732,33.8151059256985,41.3703056768559,29.384615384615383
78,2011-03-20,12.86111111111111,2.4647727272727273,4.700133370125092,3.5329282407407407,21.05556615776081,28.712523839796567,21.05556615776081,59.6926192031352,11.44
79,2011-03-21,23.01408450704225,1.0,3.728490377632535,3.0747395833333333,33.374557865342844,48.54256903506051,33.374557865342844,51.61736111111111,18.0
80,2011-03-22,39.93333333333333,0.2,4.034433229813665,1.9241185897435895,45.53021495610051,73.41312367704869,45.53021495610051,40.48154402895054,31.192307692307693
81,2011-03-23,50.56578947368421,0.2,5.24156976744186,1.9352430555555555,55.867167769092006,101.70703171753442,55.867167769092006,36.35268176400477,38.88
82,2011-03-24,56.68918918918919,0.2,6.163367052023122,1.5148504273504275,60.93787106446776,111.30149031296573,60.93787106446776,38.10232142857143,42.64
83,2011-03-25,44.43835616438356,0.26666666666666666,6.293507751937985,2.312900641025641,47.47747153984422,82.77906837862048,47.47747153984422,56.2576512455516,33.88
84,2011-03-26,30.0,2.06,5.6662831072351425,2.827590811965812,27.508840624044048,37.77580299785868,27.508840624044048,75.19460580912863,24.36
85,2011-03-27,28.732394366197184,3.5951219512195123,4.753944946452477,1.4003333333333332,27.862631253860407,36.47270762581044,27.862631253860407,56.93434650455927,21.28
86,2011-03-28,24.484848484848484,1.9396341463414635,5.32529996712689,1.8421207264957264,33.69646764613942,49.63363551109722,33.69646764613942,43.94258025439128,21.40909090909091
87,2011-03-29,32.36231884057971,2.3,5.495579673985363,1.8352366255144033,37.93211610486891,63.03183520599251,37.93211610486891,39.85611995104039,27.291666666666668
88,2011-03-30,34.74285714285714,0.6444444444444444,5.9396200980392155,1.6900106837606839,40.15954008701056,67.1242000621311,40.15954008701056,46.54136222910217,27.625
89,2011-03-31,36.24324324324324,0.275,6.612001633986929,1.9846153846153844,43.93805555555555,75.0343103980253,43.93805555555555,49.82002434570907,27.807692307692307
90,2011-04-01,43.5,11.9,8.179429102067184,2.4724893162393164,56.980131826742,133.8545197740113,56.980131826742,10.998058860363182,35.17391304347826
91,2011-04-02,54.77777777777778,18.4,8.20542710340398,1.5467147435897437,80.05313245823389,245.22518673438896,80.05313245823389,12.13623188405797,60.82608695652174
92,2011-04-03,47.23287671232877,6.466666666666666,8.467381298449613,1.4670940170940172,48.46271493212669,86.05110039192041,48.46271493212669,18.85522041763341,41.03846153846154
93,2011-04-04,36.05797101449275,2.8511111111111114,8.053365384615384,3.9112446581196583,34.963393708293616,57.074103459219295,34.963393708293616,57.81183544303797,26.26086956521739
94,2011-04-05,20.52112676056338,7.433333333333333,7.309113562091503,3.9992788461538464,22.97848582285881,30.91800116890707,22.97848582285881,79.74811664641555,12.76
95,2011-04-06,36.54929577464789,0.26666666666666666,8.294844153746771,2.8769497863247864,20.285777777777778,29.17151317737637,20.285777777777778,56.43003685503686,11.318181818181818
96,2011-04-07,45.89041095890411,6.7,11.415646367521367,3.4502113526570044,23.29268292682927,31.4229205753596,23.29268292682927,85.66162514827995,16.863636363636363
97,2011-04-08,37.76712328767123,0.2,11.026356400259909,4.322622863247863,23.839182389937108,32.13125786163522,23.839182389937108,90.75998747651848,14.608695652173912
98,2011-04-10,27.698630136986303,0.2,10.02805475272961,3.868029835390947,50.81927458033573,81.50299760191847,50.81927458033573,56.46462427745665,34.583333333333336
99,2011-04-11,36.917808219178085,1.6,9.051090116279068,2.7330662393162393,38.16379310344828,72.34530321046374,38.16379310344828,14.458942364824718,30.307692307692307
100,2011-04-12,43.4054054054054,3.1826923076923075,8.844229207277452,4.649202674897119,49.83508659397049,136.54948849104858,49.83508659397049,7.522866043613708,60.0
101,2011-04-13,14.52,5.314285714285714,6.257745046001416,5.823530982905983,19.384200800739144,27.727687095780723,19.384200800739144,83.53871351995235,9.375
102,2011-04-14,21.945945945945947,2.123529411764706,5.23054211469534,3.2980555555555555,31.69432098765432,44.05840271353685,31.69432098765432,64.13787258912916,13.846153846153848
103,2011-04-15,23.444444444444443,1.1576271186440676,5.027279788011696,2.308573717948718,30.43364140480592,41.1591049382716,30.43364140480592,61.25331360946746,18.375
104,2011-04-16,21.58108108108108,0.9125,5.881076388888888,1.7764467592592592,24.952805580831058,33.79987867758568,24.952805580831058,71.1619019492026,17.291666666666668
105,2011-04-17,25.24324324324324,0.18571428571428572,6.171698343079922,1.9573333333333336,21.581979773214837,27.57070336391437,21.581979773214837,80.22657766990291,20.4
106,2011-04-18,34.91891891891892,0.2,6.4869145671834625,1.7526944444444446,35.719993848046755,49.57580694743314,35.719993848046755,74.78418181818182,26.04
107,2011-04-19,43.75342465753425,0.30000000000000004,7.002042722547108,1.6348055555555556,39.09172816728167,53.95219932328514,39.09172816728167,78.21078022632518,32.75
108,2011-04-21,44.270270270270274,25.6,7.983028752436647,1.9531111111111112,40.983421626674975,56.62954545454546,40.983421626674975,83.42886904761905,31.16
109,2011-04-22,42.83783783783784,2.25,7.942817344961241,2.3974893162393163,34.50855501813785,46.35491084919915,34.50855501813785,90.9221824686941,30.12
110,2011-04-23,33.0945945945946,1.236206896551724,7.054315189466923,1.6361388888888888,24.1287856071964,31.02485757121439,24.1287856071964,78.29029535864979,27.16
111,2011-04-24,28.75675675675676,3.8684210526315788,8.173647238278742,1.8974893162393163,19.56398408812729,25.839327217125383,19.56398408812729,72.39342751842752,25.84
112,2011-04-25,32.138888888888886,2.9621951219512197,8.62048207364341,2.064583333333333,18.358665854401465,23.9886419001218,18.358665854401465,81.36842427958308,27.64
113,2011-04-26,29.95833333333333,3.254945054945055,8.369591503267973,2.989351851851852,24.870293139921426,34.111242067089755,24.870293139921426,76.34822303921568,22.48
114,2011-04-27,20.87323943661972,3.0788990825688076,7.399669117647059,2.2645833333333334,26.425938156709694,35.41308916241369,26.425938156709694,77.72424607961399,15.56
115,2011-04-28,25.15277777777778,4.386792452830188,6.624551841085271,1.8107060185185186,28.254937708903068,38.87779465370596,28.254937708903068,62.37538922155688,18.8
116,2011-04-29,23.09722222222222,7.337423312883436,6.108995289148798,1.6883454106280193,29.063855421686743,41.5715491259795,29.063855421686743,56.2581589958159,17.541666666666668
117,2011-04-30,17.14864864864865,3.548854961832061,6.453216374269005,1.4182581018518519,23.35547985781991,32.26774289099526,23.35547985781991,58.79886702444842,14.666666666666666
118,2011-05-01,20.732394366197184,1.6258620689655172,7.53563065245478,2.1370949074074077,57.87842583882095,147.00577345465956,57.87842583882095,9.713546056592415,49.60869565217392
119,2011-05-02,23.15068493150685,5.0680000000000005,7.704958576998051,1.9206886574074076,80.43454164170161,222.5750446694461,80.43454164170161,13.9498467198038,66.78260869565217
120,2011-05-03,23.06756756756757,0.9551282051282052,8.429035174227483,2.4573206018518516,48.39930239611768,87.02869275098574,48.39930239611768,22.863926670609107,49.76
121,2011-05-04,18.346666666666668,6.9411764705882355,7.497169117647059,4.196846064814815,30.667885035926272,45.93520599250936,30.667885035926272,64.28564506359783,12.0
122,2011-05-05,24.12,0.20000000000000004,7.0868014944769335,2.557444444444444,25.87738649592549,34.61244186046512,25.87738649592549,81.14224924012159,18.56
123,2011-05-06,30.42465753424657,0.20000000000000004,7.486902454780362,1.8796006944444443,17.931502276176026,25.84309559939302,17.931502276176026,54.88738288569644,10.863636363636363
124,2011-05-07,35.72222222222222,0.30000000000000004,8.598850574712644,1.9176793981481481,21.183359301963225,28.94771241830065,21.183359301963225,86.07030878859857,16.82608695652174
125,2011-05-08,32.083333333333336,1.45,10.233914728682171,3.81255787037037,21.35796652200868,28.105763867369078,21.35796652200868,92.93756773028296,16.0
126,2011-05-09,24.642857142857142,0.47000000000000003,8.102331059129305,2.3294337606837607,20.687121453618108,31.61107222398982,20.687121453618108,50.05769696969697,8.80952380952381
127,2011-05-10,34.43055555555556,0.2,9.132399285250163,2.115222222222222,50.52756625038075,77.88259811378157,50.52756625038075,56.9983880597015,43.19230769230769
128,2011-05-11,40.12857142857143,0.8833333333333333,10.640290105193952,2.49175,22.4294499381953,33.772749844816886,22.4294499381953,39.42967504598406,15.692307692307692
129,2011-05-12,35.521126760563384,6.885526315789473,10.38420343137255,2.360333333333333,49.68753973299428,127.1867577008574,49.68753973299428,11.93531941031941,47.47826086956522
130,2011-05-13,29.47142857142857,3.662962962962963,10.916955684007707,3.1015833333333336,27.90202561811141,37.27640550239234,27.90202561811141,98.98654416123296,20.571428571428573
131,2011-05-14,24.05555555555556,15.922535211267606,9.543188021836865,2.5189369658119656,19.769587628865978,26.645254806225207,19.769587628865978,89.15646780862374,18.26086956521739
132,2011-05-15,8.805555555555555,7.192045454545454,7.374334664005323,5.197088675213676,14.89568858560794,20.73794919454771,14.89568858560794,73.14815486993345,8.0
133,2011-05-16,12.6986301369863,9.033333333333333,7.776450525969756,3.904972222222222,25.528347665847665,37.59415945611867,25.528347665847665,62.89662369551873,10.217391304347826
134,2011-05-17,22.493150684931507,0.6705882352941177,8.733183947028424,2.483611111111111,32.64169708029197,46.02743309002433,32.64169708029197,65.38847332924587,19.52
135,2011-05-18,26.91780821917808,2.144186046511628,9.434088693957115,1.8329999999999997,35.05935230024213,47.293797276853255,35.05935230024213,71.03509202453988,21.68
136,2011-05-19,28.228571428571428,2.393548387096774,10.054399486191393,1.9962705761316872,35.0438995215311,47.84252392344497,35.0438995215311,75.64868017188459,20.68
137,2011-05-20,30.84057971014493,1.8681818181818182,10.700403746770025,1.983253205128205,35.10638996715438,48.28912071535022,35.10638996715438,85.03205051112447,21.615384615384617
138,2011-05-21,26.6056338028169,4.437288135593221,10.461359987154784,2.23341049382716,28.470638675340037,36.98209219858156,28.470638675340037,92.33836104513064,20.07692307692308
139,2011-05-22,24.04225352112676,2.7958904109589042,10.947880747126437,2.146340811965812,21.19103179364127,26.959401197604787,21.19103179364127,97.5432915921288,18.115384615384617
140,2011-05-23,21.944444444444443,0.55,11.982667151162792,2.386861111111111,30.434738109572542,42.08199037883344,30.434738109572542,85.89356759976175,15.307692307692308
141,2011-05-24,30.71232876712329,5.968,12.49528914879792,2.2949252136752136,33.7570962962963,43.21416740609288,33.7570962962963,104.5592159157402,21.115384615384617
142,2011-05-25,30.070422535211268,3.6285714285714286,11.91950266134398,2.291333333333333,32.02367250074162,41.04615384615384,32.02367250074162,97.7913093196112,19.44
143,2011-05-26,31.142857142857142,8.22,11.915714869281047,2.4472993827160496,30.953266178266176,39.743393347574,30.953266178266176,100.3525305410122,20.36
144,2011-05-27,22.666666666666668,35.310795454545456,8.739026114437792,3.5846688034188032,28.196341463414637,38.61747967479675,28.196341463414637,74.93250148544266,17.541666666666668
145,2011-05-28,9.149253731343284,1.54,8.716999334664004,3.5836805555555555,21.33722536095417,30.02800751879699,21.33722536095417,72.28397823458283,6.125
146,2011-05-29,15.5,4.2,9.832361937830688,2.5263020833333334,21.78671284634761,28.37783715812637,21.78671284634761,81.56497277676951,11.4
147,2011-05-30,21.916666666666668,0.7999999999999999,11.14233630952381,2.131972222222222,31.56140350877193,42.19344615384616,31.56140350877193,84.15368484122229,16.75
148,2011-05-31,30.506849315068493,3.374528301886792,9.882221395502645,2.0757233796296295,36.55961424332344,47.8533234421365,36.55961424332344,68.14220398593201,23.20833333333333
149,2011-06-01,23.281690140845072,14.374137931034483,8.778480538922155,2.996151620370371,52.5409236690186,113.95290157101634,52.5409236690186,8.45185628742515,52.869565217391305
150,2011-06-02,19.27536231884058,1.3904761904761904,10.173755787037036,1.8166087962962962,73.94658646616541,189.8847624738572,73.94658646616541,15.639901173563928,76.875
151,2011-06-03,18.44776119402985,6.654022988505747,10.610149572649572,2.050318287037037,43.27109135499693,74.30588595953402,43.27109135499693,39.84194299011053,42.5
152,2011-06-04,14.402985074626866,16.87976878612717,9.929033599467731,1.8265914351851853,43.87531704299412,66.82031539888682,43.87531704299412,53.26715888954519,25.52173913043478
153,2011-06-05,13.871428571428572,12.75536723163842,9.242704199735451,2.1826992753623187,32.728368794326244,44.02180206794682,32.728368794326244,84.824248004911,23.88
154,2011-06-06,13.279411764705882,7.722941176470589,8.800338855421687,1.776641414141414,23.29945371775417,34.47216995447648,23.29945371775417,58.71589524969549,10.7
155,2011-06-07,14.742857142857142,16.500564971751412,8.105040997322623,1.553598484848485,23.285121107266438,30.71842187991198,23.285121107266438,97.2040071770335,17.227272727272727
156,2011-06-08,16.235294117647058,11.707386363636363,8.780681057563587,1.7202256944444445,15.12637535366237,20.559322033898304,15.12637535366237,79.84727602905569,11.043478260869565
157,2011-06-09,17.279411764705884,6.501775147928994,9.292725066934404,2.3824166666666664,24.895515835685167,39.54780701754386,24.895515835685167,42.82281959378733,8.818181818181818
158,2011-06-10,18.507042253521128,4.87283950617284,9.41834904100529,1.809664351851852,42.47823529411765,65.73757350665429,42.47823529411765,59.80972906403941,46.56
159,2011-06-11,17.901408450704224,7.81863354037267,9.439112248213126,2.3608506944444447,20.98042159054615,31.987955271565497,20.98042159054615,42.36473158551811,13.615384615384617
160,2011-06-12,14.732394366197184,1.9552631578947368,10.168129960317462,1.8416666666666666,49.51448741559239,134.4855388394228,49.51448741559239,18.852747252747253,24.166666666666668
161,2011-06-13,18.9,5.941477272727273,9.840980538922155,1.9218599033816424,26.492511013215857,37.82963195973576,26.492511013215857,52.59877300613497,14.125
162,2011-06-14,20.30555555555556,1.1155172413793104,10.95063244047619,2.535778985507246,25.56629560915275,38.34562326012991,25.56629560915275,62.10803140096618,16.44
163,2011-06-15,21.169014084507044,0.7130434782608696,11.732410130718955,1.7166956018518518,28.861708762082944,39.78151496259352,28.861708762082944,74.51492100643651,15.0
164,2011-06-16,22.65714285714286,8.000806451612904,11.439446107784432,1.832349537037037,28.62528445006321,39.38561425843412,28.62528445006321,70.41922845087402,17.28
165,2011-06-17,20.97183098591549,13.059349593495934,10.813516260162602,2.606611111111111,25.806148055207025,37.4447789275635,25.806148055207025,53.392960288808666,15.125
166,2011-06-18,20.45833333333333,19.091428571428573,10.42544378698225,2.729369212962963,22.67262464722484,32.44862414008755,22.67262464722484,52.02102747909199,13.88
167,2011-06-19,11.985507246376812,0.8941176470588236,10.75172794117647,2.298705808080808,15.56713690285348,22.03975672215109,15.56713690285348,67.62411693057247,7.92
168,2011-06-20,20.20833333333333,0.72,10.90670219638243,2.2349247685185185,23.12819785759294,32.23267170762445,23.12819785759294,78.06989182692308,12.173913043478262
169,2011-06-21,32.58904109589041,3.616666666666667,12.605751633986927,1.751207729468599,29.60582706766917,39.42606516290727,29.60582706766917,92.83599062133646,21.45833333333333
170,2011-06-22,35.49295774647887,5.7105263157894735,12.368038821954485,1.9492254273504273,32.25336851909345,42.92977336230984,32.25336851909345,74.64734104046242,25.32
171,2011-06-23,25.97183098591549,9.272413793103448,11.097523974867725,2.03082729468599,26.58333333333333,37.75990205081114,26.58333333333333,56.85463976945245,19.56
172,2011-06-24,18.85135135135135,1.1538461538461537,11.38136574074074,3.3516975308641976,23.839264173703256,35.03574442435202,23.839264173703256,66.0546838407494,13.56
173,2011-06-25,14.35135135135135,2.7250000000000005,11.532981927710843,3.4236378205128206,19.5499849533554,26.60381954887218,19.5499849533554,81.18448883666275,9.416666666666666
174,2011-06-26,19.594594594594597,0.225,12.68508022774327,2.882398504273504,21.486940749697705,28.03818565400844,21.486940749697705,91.812228101117,12.84
175,2011-06-27,26.25,0.26666666666666666,13.46585789295393,2.220886752136752,25.459810223446585,33.05785123966942,25.459810223446585,104.99988116458704,16.72
